id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
115012,The Grey Automobile,6.4,13,Released,1919-12-11,0,223,False,/m2TEji8noA3fge4mOsDOO9TV608.jpg,0,,tt0009894,es,El automóvil gris,"A gang terrorizes Mexico City's high society on 1915. Murder, kidnaping and robbery are their trademarks. One police inspector (Cabrera) follows the gang crimes and eventually send them to the jail.",1.401,/xXhWCA2sCrqhbKoWCnhMrBy7if4.jpg,Admire the new fully spoken version. A true historical gem,"Action, Crime",,Mexico,No Language,
14160,Up,7.949,18857,Released,2009-05-28,735099082,96,False,/hGGC9gKo7CFE3fW07RA587e5kol.jpg,175000000,http://disney.go.com/disneypictures/up/,tt1049413,en,Up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",90.968,/vpbaStTMt8qqXaEgnOR2EE4DNJk.jpg,The greatest adventure is just getting back home.,"Animation, Comedy, Family, Adventure",Pixar,United States of America,English,"central and south america, age difference, balloon, travel, dog, duringcreditsstinger, pets, exploring, senior"
286217,The Martian,7.678,18525,Released,2015-09-30,630600000,141,False,/3dPhs7hUnQLphDFzdkD407VZDYo.jpg,108000000,https://www.20thcenturystudios.com/movies/the-martian,tt3659388,en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",76.0,/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg,Bring Him Home,"Drama, Adventure, Science Fiction","Scott Free Productions, Genre Films","United Kingdom, United States of America","English, Mandarin","spacecraft, planet mars, based on novel or book, nasa, isolation, botanist, alone, survival, space, engineering, stranded, astronaut, struggle for survival, duringcreditsstinger, deep space, potatoes, 2030s"
583345,Blue Boy,4.7,13,Released,2019-02-09,0,19,False,/gdRElSzaFJCeiHyTDGsTKHkKBdc.jpg,0,http://cine@manuelabramovich.com,tt9902526,ro,Blue Boy,Young men from all over the world have been meeting at the Blue Boy Bar in Berlin for forty years.,0.6,/2mZGZRBu3v4bXhapq0AHAQeVAJ3.jpg,,Documentary,Werkleitz Gesellschaft,"Argentina, Germany","English, German, Italian, Romanian",
37165,The Truman Show,8.133,16827,Released,1998-06-04,264118201,103,False,/aCHn2TXYJfzPXQKA6r9mKPbMlUB.jpg,60000000,,tt0120382,en,The Truman Show,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend, is really an actor, paid to be part of his life.",42.954,/vuza0WqY239yBXOadKlGwJsZJFE.jpg,On the air. Unaware.,"Comedy, Drama","Paramount, Scott Rudin Productions",United States of America,English,"paranoia, dystopia, suspicion, video surveillance, deception, hidden camera, simulated reality , television producer, tv show in film, make believe"
1891,The Empire Strikes Back,8.4,15773,Released,1980-05-20,538400000,124,False,/aJCtkxLLzkk1pECehVjKHA2lBgw.jpg,18000000,http://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back,tt0080684,en,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",35.265,/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,The Adventure Continues...,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English,"rebellion, android, spacecraft, asteroid, rebel, space battle, snowstorm, space colony, swamp, space opera, artic"
115168,Northless,5.7,13,Released,2009-09-12,0,95,False,,0,,tt1331320,en,Norteado,"Andres reaches the Mexican border to cross into the United Sates. There between each attempt, he discovers that Tijuana is a troubled city. As he waits there, Andres is not only confronted with his feelings and what he left behind, but also with those he meets.",2.006,/lVjRu8zvwBFGtsaNr2OdgVogTXK.jpg,,Drama,"Tiburón Filmes, Fondo para la Producción Cinematográfica de Calidad, Mediapro Studios, McCormick de Mexico, IDN","Mexico, Spain",Spanish,
19156,Legendary Weapons of China,6.868,38,Released,1982-01-21,0,109,False,/mNK2BaITSbmmFFrNqcBQeeUA8Q1.jpg,0,,tt0084671,zh,十八般武藝,"Legendary Weapons of China is a martial arts fantasy film taking place during the late Qing Dynasty when Empress Dowager Cixi dispatches her agents to various factions of the Boxer Rebellion in order find supernatural martial artists that are invulnerable to western bullets. When one of the leaders of these groups disbands his forces, assassins from the remaining factions are sent out to kill him.",6.127,/rBFvAO1weOgytA14ohvnxvFaO7i.jpg,,"Action, Comedy",Shaw Brothers,Hong Kong,Mandarin,
47297,Carrément à l'ouest,6.5,7,Released,2001-05-23,0,97,False,,0,,tt0268211,fr,Carrément à l'ouest,"In Paris, where he wields his money scams, Alex has an unexpected encounter with two girls: Fred, who’s nothing to do with his world and who he falls for straight away, and Sylvia – sweet, but lonely, Sylvia. To test Alex, Fred devises a curious game of seduction. Like a character out of a Marivaux play, she toys with setting up delightful obstacles necessary to Love’s flourishing: Sylvia must seduce Alex, and Alex, must in turn, truly desire Sylvia. But Fred gets caught in her own trap. She falls head over heels in love with Alex. However, he no longer knows who to choose, all the more so now that Sylvia is falling in love with him, too. During an eventful night of confusion and intrigue, crazy laughter and tears, our threesome come to realize that what really draws them together is an emotional bond: true love.",2.376,/3YTkrqQugxZSqZORfx3A4C9YOq7.jpg,,"Comedy, Drama",,France,French,
251266,Sex After Kids,5.658,38,Released,2013-01-26,0,105,False,/s0QGV8uJM0vX1GP8KjO8PCu5iNJ.jpg,0,,tt2301147,en,Sex After Kids,A disparate variety of couples from all walks of life strive to maintain active sex lives despite the notable distraction of having kids.,4.255,/gkTQGJj0350QMwb58BzJnZAVP7u.jpg,By Any Means Necessary,Comedy,"Cryingman Productions, Believerville Productions",Canada,English,
